product_name,category,price,sales_date,day_of_week,holiday,number_of_items_sold,total_revenue,sales_time,product_id,buyer_gender
Butter,Dairy,285,2/26/2023,Sunday,TRUE,7,1995,11:11,1078,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,15,2010,7:25,1041,Men
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,3,165,16:39,1011,Men
Butter,Dairy,285,2/26/2023,Sunday,TRUE,13,3705,7:26,1078,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,6,804,15:01,1041,Men
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,12,660,18:52,1011,Men
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,16,5600,10:41,1091,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,16,2144,16:19,1041,Men
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,18,6300,14:49,1091,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,3,402,17:13,1041,Men
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,17,935,13:56,1011,Women
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,19,1520,7:08,1022,Men
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,18,6300,18:19,1091,Men
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,11,3850,8:36,1091,Men
Butter,Dairy,285,2/26/2023,Sunday,TRUE,15,4275,7:55,1078,Women
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,4,1400,17:03,1091,Women
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,1,80,18:51,1022,Men
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,5,1750,13:22,1091,Women
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,6,330,19:55,1011,Men
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,9,495,17:20,1011,Women
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,8,2800,10:27,1091,Women
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,3,240,8:31,1022,Women
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,11,605,19:58,1011,Men
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,15,1200,9:19,1022,Women
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,18,6300,13:40,1091,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,15,2010,14:11,1041,Men
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,20,2680,8:27,1041,Men
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,18,1440,9:15,1022,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,10,1340,15:35,1041,Men
Butter,Dairy,285,2/26/2023,Sunday,TRUE,9,2565,18:07,1078,Men
Butter,Dairy,285,2/26/2023,Sunday,TRUE,10,2850,16:14,1078,Men
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,11,1474,8:25,1041,Men
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,14,1876,11:16,1041,Women
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,13,715,17:59,1011,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,11,3135,19:46,1078,Men
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,2,110,10:37,1011,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,11,1474,8:42,1041,Men
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,13,1742,15:52,1041,Women
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,17,935,19:55,1011,Women
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,17,5950,14:46,1091,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,11,3135,19:33,1078,Men
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,1,350,15:58,1091,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,11,3135,9:57,1078,Women
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,5,1750,19:30,1091,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,11,3135,19:35,1078,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,11,3135,19:23,1078,Men
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,18,1440,10:08,1022,Men
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,9,720,7:09,1022,Women
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,17,935,13:40,1011,Women
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,10,800,7:36,1022,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,21,2814,14:45,1041,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,10,2850,12:03,1078,Men
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,4,320,8:26,1022,Women
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,15,825,18:58,1011,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,19,5415,9:19,1078,Men
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,1,55,12:46,1011,Men
Bread package,Bakery,55,2/26/2023,Sunday,TRUE,11,605,17:52,1011,Men
Milk packet,Dairy,80,2/26/2023,Sunday,TRUE,14,1120,18:18,1022,Men
Butter,Dairy,285,2/26/2023,Sunday,TRUE,9,2565,15:55,1078,Women
Eggs,Dairy,134,2/26/2023,Sunday,TRUE,4,536,19:12,1041,Women
Butter,Dairy,285,2/26/2023,Sunday,TRUE,17,4845,15:13,1078,Women
Jam jar,Grocery,350,2/26/2023,Sunday,TRUE,16,5600,14:50,1091,Men
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,10,3500,18:34,1091,Women
Eggs,Dairy,134,2/27/2023,Monday,FALSE,3,402,9:45,1041,Women
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,8,2800,15:05,1091,Women
Butter,Dairy,285,2/27/2023,Monday,FALSE,12,3420,9:58,1078,Women
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,7,2450,16:44,1091,Women
Eggs,Dairy,134,2/27/2023,Monday,FALSE,11,1474,10:41,1041,Men
Bread package,Bakery,55,2/27/2023,Monday,FALSE,10,550,16:27,1011,Women
Butter,Dairy,285,2/27/2023,Monday,FALSE,10,2850,14:14,1078,Men
Butter,Dairy,285,2/27/2023,Monday,FALSE,14,3990,15:22,1078,Women
Milk packet,Dairy,80,2/27/2023,Monday,FALSE,2,160,7:18,1022,Men
Butter,Dairy,285,2/27/2023,Monday,FALSE,13,3705,7:33,1078,Women
Bread package,Bakery,55,2/27/2023,Monday,FALSE,6,330,11:26,1011,Men
Milk packet,Dairy,80,2/27/2023,Monday,FALSE,11,880,8:59,1022,Men
Butter,Dairy,285,2/27/2023,Monday,FALSE,14,3990,10:38,1078,Women
Bread package,Bakery,55,2/27/2023,Monday,FALSE,6,330,15:11,1011,Women
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,10,3500,18:47,1091,Women
Butter,Dairy,285,2/27/2023,Monday,FALSE,15,4275,9:29,1078,Men
Butter,Dairy,285,2/27/2023,Monday,FALSE,12,3420,18:34,1078,Men
Eggs,Dairy,134,2/27/2023,Monday,FALSE,12,1608,10:34,1041,Men
Butter,Dairy,285,2/27/2023,Monday,FALSE,17,4845,15:45,1078,Men
Eggs,Dairy,134,2/27/2023,Monday,FALSE,16,2144,7:13,1041,Men
Eggs,Dairy,134,2/27/2023,Monday,FALSE,7,938,18:05,1041,Men
Milk packet,Dairy,80,2/27/2023,Monday,FALSE,3,240,9:38,1022,Men
Milk packet,Dairy,80,2/27/2023,Monday,FALSE,18,1440,15:50,1022,Women
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,2,700,8:37,1091,Women
Bread package,Bakery,55,2/27/2023,Monday,FALSE,4,220,7:40,1011,Women
Butter,Dairy,285,2/27/2023,Monday,FALSE,10,2850,18:48,1078,Women
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,3,1050,12:31,1091,Women
Milk packet,Dairy,80,2/27/2023,Monday,FALSE,5,400,7:43,1022,Men
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,16,5600,15:01,1091,Women
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,3,1050,15:08,1091,Women
Jam jar,Grocery,350,2/27/2023,Monday,FALSE,1,350,17:10,1091,Women
Eggs,Dairy,134,2/27/2023,Monday,FALSE,22,2948,10:08,1041,Men
Bread package,Bakery,55,2/27/2023,Monday,FALSE,2,110,12:35,1011,Men
Bread package,Bakery,55,2/27/2023,Monday,FALSE,15,825,17:31,1011,Men
Milk packet,Dairy,80,2/27/2023,Monday,FALSE,9,720,16:21,1022,Women
Butter,Dairy,285,2/27/2023,Monday,FALSE,5,1425,13:08,1078,Men
Eggs,Dairy,134,2/27/2023,Monday,FALSE,18,2412,10:53,1041,Men
Eggs,Dairy,134,2/27/2023,Monday,FALSE,2,268,11:53,1041,Men
Milk packet,Dairy,80,2/27/2023,Monday,FALSE,4,320,9:22,1022,Men
Jam jar,Grocery,350,2/28/2023,Tuesday,FALSE,18,6300,14:23,1091,Men
Butter,Dairy,285,2/28/2023,Tuesday,FALSE,16,4560,15:31,1078,Men
Eggs,Dairy,134,2/28/2023,Tuesday,FALSE,7,938,8:17,1041,Men
Bread package,Bakery,55,2/28/2023,Tuesday,FALSE,13,715,9:40,1011,Men
Eggs,Dairy,134,2/28/2023,Tuesday,FALSE,8,1072,9:50,1041,Women
Milk packet,Dairy,80,2/28/2023,Tuesday,FALSE,9,720,14:24,1022,Men
Butter,Dairy,285,2/28/2023,Tuesday,FALSE,4,1140,13:29,1078,Men
Milk packet,Dairy,80,2/28/2023,Tuesday,FALSE,14,1120,7:56,1022,Women
Bread package,Bakery,55,2/28/2023,Tuesday,FALSE,15,825,12:42,1011,Men
Butter,Dairy,285,2/28/2023,Tuesday,FALSE,19,5415,13:54,1078,Men
Bread package,Bakery,55,2/28/2023,Tuesday,FALSE,7,385,12:41,1011,Women
Jam jar,Grocery,350,2/28/2023,Tuesday,FALSE,7,2450,11:18,1091,Women
Bread package,Bakery,55,2/28/2023,Tuesday,FALSE,13,715,8:17,1011,Women
Bread package,Bakery,55,2/28/2023,Tuesday,FALSE,5,275,17:51,1011,Men
Eggs,Dairy,134,2/28/2023,Tuesday,FALSE,10,1340,10:44,1041,Men
Bread package,Bakery,55,2/28/2023,Tuesday,FALSE,13,715,8:16,1011,Women
Milk packet,Dairy,80,2/28/2023,Tuesday,FALSE,14,1120,19:29,1022,Women
Butter,Dairy,285,2/28/2023,Tuesday,FALSE,12,3420,19:38,1078,Women
Milk packet,Dairy,80,2/28/2023,Tuesday,FALSE,2,160,9:53,1022,Women
Bread package,Bakery,55,2/28/2023,Tuesday,FALSE,12,660,8:08,1011,Women
Jam jar,Grocery,350,2/28/2023,Tuesday,FALSE,15,5250,9:58,1091,Men
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,11,3135,14:18,1078,Men
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,2,268,10:59,1041,Men
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,17,2278,11:36,1041,Women
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,8,1072,9:04,1041,Men
Bread package,Bakery,55,3/1/2023,Wednesday,FALSE,16,880,10:20,1011,Men
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,17,4845,19:08,1078,Women
Jam jar,Grocery,350,3/1/2023,Wednesday,FALSE,17,5950,11:12,1091,Women
Milk packet,Dairy,80,3/1/2023,Wednesday,FALSE,1,80,14:40,1022,Women
Bread package,Bakery,55,3/1/2023,Wednesday,FALSE,12,660,19:54,1011,Men
Bread package,Bakery,55,3/1/2023,Wednesday,FALSE,11,605,16:36,1011,Women
Milk packet,Dairy,80,3/1/2023,Wednesday,FALSE,13,1040,7:27,1022,Men
Bread package,Bakery,55,3/1/2023,Wednesday,FALSE,16,880,11:17,1011,Women
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,15,4275,14:32,1078,Women
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,17,4845,14:14,1078,Men
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,13,1742,7:08,1041,Women
Jam jar,Grocery,350,3/1/2023,Wednesday,FALSE,6,2100,13:44,1091,Men
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,18,2412,19:10,1041,Women
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,8,2280,11:40,1078,Men
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,19,2546,9:43,1041,Women
Milk packet,Dairy,80,3/1/2023,Wednesday,FALSE,6,480,9:19,1022,Women
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,17,2278,18:10,1041,Women
Bread package,Bakery,55,3/1/2023,Wednesday,FALSE,9,495,15:41,1011,Women
Milk packet,Dairy,80,3/1/2023,Wednesday,FALSE,12,960,9:09,1022,Men
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,3,402,14:37,1041,Men
Jam jar,Grocery,350,3/1/2023,Wednesday,FALSE,4,1400,10:01,1091,Women
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,4,1140,19:25,1078,Women
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,1,285,11:56,1078,Women
Eggs,Dairy,134,3/1/2023,Wednesday,FALSE,16,2144,9:43,1041,Men
Butter,Dairy,285,3/1/2023,Wednesday,FALSE,2,570,10:13,1078,Men
Milk packet,Dairy,80,3/1/2023,Wednesday,FALSE,4,320,18:06,1022,Men
Milk packet,Dairy,80,3/1/2023,Wednesday,FALSE,14,1120,7:46,1022,Women
Bread package,Bakery,55,3/1/2023,Wednesday,FALSE,17,935,16:39,1011,Women
Butter,Dairy,285,3/2/2023,Thursday,FALSE,14,3990,15:43,1078,Men
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,16,880,12:50,1011,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,8,640,8:48,1022,Men
Butter,Dairy,285,3/2/2023,Thursday,FALSE,3,855,9:03,1078,Men
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,19,1045,8:07,1011,Men
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,11,880,8:47,1022,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,17,1360,13:32,1022,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,21,1680,7:28,1022,Women
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,6,2100,19:52,1091,Women
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,14,4900,16:19,1091,Women
Eggs,Dairy,134,3/2/2023,Thursday,FALSE,7,938,16:09,1041,Men
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,18,990,17:16,1011,Men
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,11,605,12:58,1011,Men
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,2,160,9:48,1022,Men
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,13,4550,15:33,1091,Men
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,15,825,8:27,1011,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,8,640,8:47,1022,Women
Butter,Dairy,285,3/2/2023,Thursday,FALSE,12,3420,15:07,1078,Men
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,9,3150,11:08,1091,Women
Eggs,Dairy,134,3/2/2023,Thursday,FALSE,1,134,7:34,1041,Women
Butter,Dairy,285,3/2/2023,Thursday,FALSE,18,5130,15:26,1078,Men
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,15,5250,17:35,1091,Women
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,14,4900,15:36,1091,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,7,560,8:02,1022,Women
Eggs,Dairy,134,3/2/2023,Thursday,FALSE,2,268,7:10,1041,Men
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,11,880,9:41,1022,Women
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,14,770,8:32,1011,Men
Eggs,Dairy,134,3/2/2023,Thursday,FALSE,6,804,14:10,1041,Men
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,19,6650,14:09,1091,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,17,1360,18:14,1022,Women
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,13,715,9:13,1011,Women
Butter,Dairy,285,3/2/2023,Thursday,FALSE,10,2850,15:56,1078,Women
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,11,605,15:24,1011,Men
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,10,800,7:02,1022,Men
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,13,1040,7:54,1022,Men
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,1,55,18:44,1011,Women
Bread package,Bakery,55,3/2/2023,Thursday,FALSE,18,990,12:19,1011,Men
Butter,Dairy,285,3/2/2023,Thursday,FALSE,4,1140,10:37,1078,Men
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,21,1680,7:28,1022,Women
Eggs,Dairy,134,3/2/2023,Thursday,FALSE,19,2546,9:33,1041,Men
Jam jar,Grocery,350,3/2/2023,Thursday,FALSE,10,3500,18:31,1091,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,6,480,16:37,1022,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,9,720,9:05,1022,Women
Eggs,Dairy,134,3/2/2023,Thursday,FALSE,15,2010,15:33,1041,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,2,160,7:30,1022,Women
Milk packet,Dairy,80,3/2/2023,Thursday,FALSE,20,1600,10:32,1022,Men
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,19,1520,8:20,1022,Men
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,15,1200,8:10,1022,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,7,1995,11:00,1078,Women
Jam jar,Grocery,350,3/3/2023,Friday,FALSE,4,1400,14:48,1091,Men
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,9,720,7:26,1022,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,5,1425,15:47,1078,Women
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,6,480,13:02,1022,Men
Butter,Dairy,285,3/3/2023,Friday,FALSE,19,5415,11:10,1078,Men
Eggs,Dairy,134,3/3/2023,Friday,FALSE,15,2010,19:49,1041,Men
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,19,1520,9:23,1022,Men
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,11,880,18:04,1022,Men
Eggs,Dairy,134,3/3/2023,Friday,FALSE,7,938,9:29,1041,Men
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,15,1200,8:40,1022,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,19,5415,13:13,1078,Women
Eggs,Dairy,134,3/3/2023,Friday,FALSE,14,1876,11:39,1041,Women
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,11,880,17:08,1022,Women
Eggs,Dairy,134,3/3/2023,Friday,FALSE,5,670,14:45,1041,Men
Eggs,Dairy,134,3/3/2023,Friday,FALSE,10,1340,17:09,1041,Women
Bread package,Bakery,55,3/3/2023,Friday,FALSE,8,440,14:36,1011,Women
Bread package,Bakery,55,3/3/2023,Friday,FALSE,3,165,11:00,1011,Women
Eggs,Dairy,134,3/3/2023,Friday,FALSE,4,536,10:54,1041,Men
Eggs,Dairy,134,3/3/2023,Friday,FALSE,14,1876,13:53,1041,Men
Eggs,Dairy,134,3/3/2023,Friday,FALSE,6,804,12:57,1041,Men
Jam jar,Grocery,350,3/3/2023,Friday,FALSE,18,6300,19:49,1091,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,18,5130,19:40,1078,Men
Bread package,Bakery,55,3/3/2023,Friday,FALSE,13,715,12:11,1011,Men
Milk packet,Dairy,80,3/3/2023,Friday,FALSE,13,1040,8:53,1022,Men
Butter,Dairy,285,3/3/2023,Friday,FALSE,9,2565,18:40,1078,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,10,2850,17:25,1078,Men
Butter,Dairy,285,3/3/2023,Friday,FALSE,7,1995,16:10,1078,Men
Jam jar,Grocery,350,3/3/2023,Friday,FALSE,6,2100,8:37,1091,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,8,2280,19:13,1078,Women
Bread package,Bakery,55,3/3/2023,Friday,FALSE,18,990,14:34,1011,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,19,5415,14:14,1078,Men
Eggs,Dairy,134,3/3/2023,Friday,FALSE,14,1876,18:37,1041,Women
Butter,Dairy,285,3/3/2023,Friday,FALSE,6,1710,10:18,1078,Women
Eggs,Dairy,134,3/3/2023,Friday,FALSE,14,1876,7:09,1041,Men
Eggs,Dairy,134,3/3/2023,Friday,FALSE,15,2010,7:22,1041,Men
Bread package,Bakery,55,3/3/2023,Friday,FALSE,13,715,13:20,1011,Women
Jam jar,Grocery,350,3/3/2023,Friday,FALSE,6,2100,15:12,1091,Women
Jam jar,Grocery,350,3/3/2023,Friday,FALSE,10,3500,9:02,1091,Women
Jam jar,Grocery,350,3/3/2023,Friday,FALSE,10,3500,14:19,1091,Women
Eggs,Dairy,134,3/3/2023,Friday,FALSE,10,1340,9:32,1041,Men
Butter,Dairy,285,3/3/2023,Friday,FALSE,16,4560,8:44,1078,Women
Bread package,Bakery,55,3/3/2023,Friday,FALSE,14,770,18:46,1011,Men
Butter,Dairy,285,3/3/2023,Friday,FALSE,6,1710,19:49,1078,Women
Jam jar,Grocery,350,3/3/2023,Friday,FALSE,3,1050,10:16,1091,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,19,1045,13:28,1011,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,14,3990,17:57,1078,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,4,1140,12:38,1078,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,1,134,7:54,1041,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,17,5950,17:41,1091,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,7,938,9:18,1041,Men
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,18,1440,7:47,1022,Men
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,14,1120,7:19,1022,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,14,1876,13:00,1041,Women
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,12,960,7:40,1022,Women
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,2,160,16:39,1022,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,10,550,14:03,1011,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,1,285,13:47,1078,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,9,1206,18:50,1041,Men
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,18,6300,19:28,1091,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,13,3705,15:17,1078,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,5,1750,10:07,1091,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,10,550,19:49,1011,Men
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,12,960,9:28,1022,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,11,605,19:05,1011,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,17,5950,8:08,1091,Women
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,6,480,12:43,1022,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,6,804,7:20,1041,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,2,570,18:09,1078,Men
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,5,400,9:32,1022,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,8,2280,11:12,1078,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,9,3150,8:50,1091,Women
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,3,240,10:16,1022,Women
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,5,400,7:43,1022,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,2,570,9:18,1078,Men
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,8,440,18:06,1011,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,7,1995,19:18,1078,Women
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,4,320,14:12,1022,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,6,804,16:56,1041,Men
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,4,220,7:19,1011,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,8,2280,10:39,1078,Men
Milk packet,Dairy,80,3/4/2023,Saturday,TRUE,1,80,8:12,1022,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,16,2144,17:28,1041,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,17,4845,16:24,1078,Men
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,14,1876,10:32,1041,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,4,1400,11:43,1091,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,14,3990,7:58,1078,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,5,1750,12:32,1091,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,3,855,7:28,1078,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,2,110,19:43,1011,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,1,285,7:50,1078,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,9,1206,10:04,1041,Women
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,8,1072,8:00,1041,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,2,570,11:22,1078,Men
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,12,660,16:09,1011,Men
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,6,804,10:01,1041,Men
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,6,330,11:53,1011,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,15,5250,11:12,1091,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,16,880,15:56,1011,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,5,1425,9:56,1078,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,3,1050,17:45,1091,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,1,350,16:41,1091,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,3,855,13:40,1078,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,11,3135,15:58,1078,Men
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,16,5600,13:29,1091,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,4,220,12:50,1011,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,2,700,12:23,1091,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,5,275,15:52,1011,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,1,55,14:30,1011,Women
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,3,1050,17:12,1091,Women
Butter,Dairy,285,3/4/2023,Saturday,TRUE,6,1710,10:28,1078,Men
Butter,Dairy,285,3/4/2023,Saturday,TRUE,11,3135,14:20,1078,Women
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,18,990,12:55,1011,Men
Bread package,Bakery,55,3/4/2023,Saturday,TRUE,3,165,17:58,1011,Men
Jam jar,Grocery,350,3/4/2023,Saturday,TRUE,17,5950,9:30,1091,Men
Eggs,Dairy,134,3/4/2023,Saturday,TRUE,5,670,11:25,1041,Men
